timestamp,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,altitude,activity
1886095,0.00,0.00,0.00,-0.68,-0.69,-0.81,208.52,Lift
1888604,0.02,0.02,0.02,-1.58,-1.64,-1.76,209.98,Lift
1891113,0.02,0.02,0.02,-1.26,-1.37,-1.34,211.68,Lift
1893622,0.02,0.02,0.02,0.06,0.14,0.09,213.48,Lift
1898639,-0.03,-0.02,-0.02,-3.33,-3.16,-3.02,217.00,Lift
1901148,0.01,0.01,0.01,-0.34,-0.37,-0.38,218.31,Lift
1903657,0.02,0.02,0.02,0.85,0.83,0.84,219.25,Lift
1906166,0.07,0.07,0.07,15.29,15.20,15.05,219.87,Lift
1908675,0.10,0.10,0.10,4.05,4.42,4.76,220.34,Lift
1911184,0.06,0.07,0.06,-2.32,-2.29,-2.35,220.65,Lift
1913693,0.09,0.09,0.09,2.36,2.34,2.43,220.86,Lift
1916202,0.09,0.09,0.09,-1.24,-1.25,-1.24,220.97,Lift
1918711,0.04,0.04,0.04,0.19,0.24,0.16,220.67,Lift
1921220,0.04,0.04,0.04,-2.24,-2.41,-2.62,219.98,Lift
1923729,0.01,0.01,0.01,1.15,1.16,1.21,218.88,Lift
1926238,0.01,0.00,0.01,-3.53,-3.55,-3.51,217.81,Lift
1928747,0.01,0.01,0.00,1.36,1.37,1.36,216.31,Lift
1931256,-0.16,-0.16,-0.16,-6.23,-6.64,-7.12,214.74,Lift
1933765,-0.05,-0.05,-0.06,0.04,0.03,0.07,213.08,Lift
1936274,-0.03,-0.03,-0.03,-4.76,-4.86,-4.93,211.32,Lift
1938783,-0.03,-0.03,-0.04,-5.08,-5.15,-5.18,209.56,Lift
1941292,-0.07,-0.07,-0.07,2.91,2.94,2.89,207.76,Lift
1943801,-0.06,-0.06,-0.06,1.17,1.16,1.29,206.39,Lift
1946310,-0.05,-0.05,-0.05,-4.34,-4.31,-4.31,205.37,Lift
1948819,-0.02,-0.02,-0.02,-2.66,-2.70,-2.53,204.66,Lift
1951328,0.05,0.06,0.05,-3.11,-2.87,-2.67,204.18,Lift
1953837,0.01,0.01,0.01,-0.67,-0.56,-0.55,203.84,Lift
1956346,0.03,0.03,0.03,1.31,1.37,1.34,203.56,Lift
1958855,-0.04,-0.04,-0.05,-1.40,-1.40,-1.42,203.44,Lift
1961364,-0.04,-0.04,-0.04,-0.48,-0.75,-0.92,203.78,Lift
1963873,-0.04,-0.04,-0.04,-2.10,-2.18,-2.29,204.56,Lift
1966382,-0.03,-0.03,-0.03,-2.47,-2.40,-2.41,205.58,Lift
1968891,-0.01,-0.01,-0.01,-1.09,-1.05,-1.02,206.64,Lift
1971400,-0.04,-0.03,-0.04,-0.02,0.05,0.08,208.05,Lift
1973909,-0.01,-0.01,-0.01,-1.58,-1.47,-1.38,209.62,Lift
1976418,0.00,-0.00,0.00,0.02,-0.05,0.08,211.28,Lift
1978927,-0.01,-0.01,-0.01,-0.18,-0.20,-0.18,213.04,Lift
1981436,0.00,0.00,0.00,-2.00,-1.95,-1.92,214.77,Lift
1983945,0.00,0.00,0.00,-0.85,-0.73,-0.87,216.50,Lift
1986454,-0.00,-0.00,-0.00,-1.24,-1.17,-1.15,217.86,Lift
1988963,-0.00,-0.00,-0.00,-1.21,-1.21,-1.25,218.89,Lift
1991472,0.00,0.00,0.00,-1.18,-1.21,-1.18,219.67,Lift
1993981,0.03,0.03,0.03,0.64,0.66,0.65,220.18,Lift
1996490,0.02,0.02,0.02,-1.37,-1.31,-1.30,220.56,Lift
1998999,0.02,0.02,0.02,-1.79,-1.73,-1.63,220.88,Lift
2001508,0.02,0.02,0.02,0.98,0.86,0.76,221.13,Lift
2004017,0.01,0.01,0.02,-0.05,-0.14,-0.17,220.97,Lift
2006526,0.03,0.03,0.03,0.01,0.10,0.21,220.39,Lift
2009035,0.03,0.03,0.03,-5.03,-5.18,-5.31,219.47,Lift
2011544,-0.01,-0.01,-0.01,-0.86,-0.94,-0.94,218.20,Lift
2014053,0.00,0.01,0.01,-0.97,-1.07,-1.21,217.01,Lift
2016562,-0.01,-0.01,-0.01,-1.96,-1.95,-1.98,216.13,Lift
2019070,-0.01,-0.01,-0.01,-1.86,-1.79,-1.84,215.64,Lift
2021579,-0.01,-0.00,-0.01,-0.31,-0.33,-0.34,215.10,Lift
2024088,-0.01,-0.01,-0.00,-1.50,-1.46,-1.34,214.74,Lift
2026597,-0.01,-0.01,-0.01,-1.50,-1.57,-1.51,214.48,Lift
2029106,-0.01,-0.01,-0.01,-0.76,-0.73,-0.79,214.29,Lift
2031615,-0.01,-0.01,-0.01,-1.47,-1.43,-1.40,214.22,Lift
2034124,-0.00,-0.01,-0.01,-2.01,-1.92,-1.92,214.12,Lift
2036633,-0.00,-0.00,-0.00,-1.13,-1.18,-1.15,213.89,Lift
2039142,-0.00,-0.00,-0.01,-1.73,-1.74,-1.81,213.26,Lift
2041651,-0.00,-0.01,-0.01,-1.73,-1.74,-1.89,212.64,Lift
2044160,-0.00,-0.00,-0.00,-2.18,-2.18,-2.24,212.24,Lift
2046669,-0.01,-0.01,-0.01,-0.27,-0.29,-0.25,211.94,Lift
2049178,-0.00,0.00,0.00,-1.81,-1.82,-1.76,211.74,Lift
2051687,-0.01,-0.01,-0.00,-0.84,-0.78,-0.76,211.56,Lift
2054196,0.05,0.05,0.05,-6.45,-6.66,-6.84,211.39,Lift
2056705,0.06,0.06,0.06,10.28,10.37,10.36,211.28,Lift
2059214,0.02,0.03,0.02,-2.10,-2.16,-2.31,211.17,Lift
2061723,0.02,0.02,0.02,-2.31,-2.25,-2.28,211.04,Lift
2064232,0.03,0.03,0.03,-0.95,-1.09,-1.18,210.64,Lift
2066741,0.03,0.04,0.03,-3.92,-3.86,-3.89,209.83,Lift
2069250,-0.00,0.00,0.00,0.77,0.83,0.85,208.93,Lift
2071758,0.01,0.02,0.01,-0.01,-0.05,-0.02,207.67,Lift
2074267,0.00,0.00,0.00,-1.11,-1.09,-1.06,206.53,Lift
2076776,0.00,0.00,0.00,-1.53,-1.53,-1.44,205.68,Lift
2079285,0.01,0.01,0.01,-0.92,-0.82,-0.84,205.01,Lift
2081794,-0.01,-0.01,-0.01,-5.95,-5.88,-5.86,204.52,Lift
2084303,-0.00,-0.01,-0.00,-8.75,-8.78,-8.91,204.18,Lift
2089321,-0.01,-0.01,-0.01,-3.63,-3.53,-3.53,203.78,Lift
2091830,0.01,0.01,0.00,-1.92,-1.82,-1.85,203.67,Lift
2094339,-0.00,0.00,-0.00,0.23,0.27,0.22,203.71,Lift
2096848,-0.01,-0.01,-0.01,2.40,2.27,2.17,204.10,Lift
2099357,0.01,0.01,0.00,-0.43,-0.53,-0.62,204.90,Lift
2101866,0.02,0.02,0.02,5.91,5.98,6.02,205.93,Lift
2104375,-0.00,-0.00,-0.00,-1.18,-1.19,-1.11,207.22,Lift
2106884,0.02,0.02,0.02,-7.03,-6.96,-6.76,208.75,Lift
2109393,0.03,0.03,0.03,1.03,0.92,0.78,210.37,Lift
2111902,0.02,0.02,0.02,1.89,1.95,1.97,212.10,Lift
2114411,0.07,0.07,0.07,-3.80,-3.73,-3.69,213.81,Lift
2116920,0.02,0.02,0.02,-1.82,-1.70,-1.60,215.59,Lift
2119429,0.01,0.01,0.01,-1.35,-1.37,-1.40,217.27,Lift
2121938,0.02,0.02,0.02,0.82,0.85,0.82,218.63,Lift
2124447,0.02,0.02,0.02,-0.70,-0.66,-0.63,219.47,Lift
2126956,0.02,0.02,0.02,-1.50,-1.50,-1.51,220.25,Lift
2129465,0.04,0.04,0.04,3.92,3.93,3.89,220.80,Lift
2131974,0.01,0.01,0.01,1.75,1.76,1.89,221.24,Lift
2134483,0.04,0.04,0.04,-1.94,-1.81,-1.66,221.55,Lift
2136992,0.04,0.03,0.04,-0.28,-0.37,-0.49,221.71,Lift
2139501,0.03,0.04,0.04,-6.05,-5.91,-5.69,221.47,Lift
2144519,0.07,0.07,0.07,1.56,1.69,1.81,219.83,Lift
2147028,0.04,0.03,0.03,2.06,2.18,2.23,218.61,Lift
2149537,0.03,0.03,0.03,-2.21,-2.21,-2.27,217.16,Lift
2152046,0.01,0.01,0.01,-1.64,-1.46,-1.33,215.57,Lift
2154555,0.01,0.01,0.01,-1.73,-1.52,-1.40,213.81,Lift
2157064,0.02,0.02,0.01,-2.64,-2.62,-2.66,212.06,Lift
2159573,0.02,0.02,0.02,-2.57,-2.59,-2.51,210.27,Lift
2162082,0.02,0.02,0.02,-1.96,-1.89,-1.76,208.51,Lift
2164591,0.02,0.02,0.02,-2.80,-2.82,-2.83,207.11,Lift
2167100,0.02,0.02,0.03,-1.15,-1.11,-1.05,206.08,Lift
2169609,0.02,0.02,0.02,-1.25,-1.21,-1.26,205.35,Lift
2172118,0.03,0.03,0.03,-1.35,-1.36,-1.36,204.86,Lift
2174627,0.03,0.03,0.03,-1.24,-1.29,-1.34,204.53,Lift
2177136,0.04,0.03,0.04,-0.68,-0.66,-0.66,204.35,Lift
2179645,0.03,0.03,0.03,-2.24,-2.23,-2.12,204.18,Lift
2182154,0.04,0.04,0.04,-0.69,-0.61,-0.69,204.44,Lift
2184663,0.03,0.04,0.04,-1.73,-1.75,-1.82,205.05,Lift
2187172,0.01,-0.01,0.02,-2.31,-2.37,-2.32,206.03,Lift
2189681,-0.01,-0.01,-0.01,-2.82,-2.64,-2.52,207.20,Lift
2192190,-0.01,-0.02,-0.02,-2.25,-2.15,-1.99,208.66,Lift
2194699,-0.01,-0.01,-0.01,-2.73,-2.73,-2.66,210.31,Lift
2197208,0.02,0.02,0.02,-0.22,-0.24,-0.23,212.01,Lift
2199717,-0.02,-0.02,-0.03,-0.53,-0.63,-0.63,213.79,Lift
2202226,0.04,0.04,0.04,-3.56,-3.34,-3.24,215.49,Lift
2204735,0.01,-0.01,0.01,-3.89,-3.74,-3.51,217.31,Lift
2207244,0.00,-0.00,0.00,-1.50,-1.44,-1.34,218.80,Lift
2209753,0.00,0.00,-0.00,-1.11,-1.07,-1.07,219.92,Lift
2212262,0.04,0.03,0.03,0.85,0.76,0.70,220.70,Lift
2214771,-0.06,-0.05,-0.06,-6.20,-6.19,-6.26,221.30,Lift
2217280,-0.05,-0.05,-0.05,0.06,-0.08,-0.21,221.62,Lift
2219789,-0.01,-0.02,-0.02,-4.06,-4.08,-4.00,221.92,Lift
2222298,-0.04,-0.04,-0.04,-3.96,-3.85,-3.82,222.07,Lift
2224807,-0.04,-0.04,-0.04,-1.15,-1.22,-1.18,221.92,Lift
2227316,-0.06,-0.05,-0.06,-11.21,-11.39,-11.61,221.37,Lift
2232334,-0.13,-0.13,-0.13,1.05,0.98,0.99,219.26,Lift
2234843,-0.12,-0.12,-0.12,1.19,1.22,1.09,217.83,Lift
2237352,-0.10,-0.10,-0.10,-4.71,-4.69,-4.62,216.27,Lift
2239861,-0.10,-0.10,-0.10,0.76,0.64,0.38,214.53,Lift
2242370,-0.09,-0.09,-0.09,11.47,11.53,11.56,212.62,Lift
2244879,-0.07,-0.07,-0.07,-4.12,-4.00,-3.96,210.75,Lift
2247388,-0.09,-0.09,-0.09,-1.78,-1.70,-1.63,208.99,Lift
2249897,-0.08,-0.08,-0.08,-1.47,-1.48,-1.49,207.52,Lift
2252406,-0.06,-0.06,-0.06,-1.01,-1.09,-1.06,206.42,Lift
2254915,-0.07,-0.07,-0.07,-1.37,-1.25,-1.23,205.66,Lift
2257424,-0.08,-0.08,-0.08,-2.23,-2.25,-2.31,205.08,Lift
2259933,-0.04,-0.04,-0.04,3.17,3.11,3.08,204.70,Lift
2262442,-0.07,-0.07,-0.07,-4.41,-4.35,-4.33,204.44,Lift
2264951,-0.10,-0.10,-0.10,2.32,2.26,2.34,204.23,Lift
2267460,-0.06,-0.06,-0.06,-3.64,-3.76,-3.69,204.07,Lift
2269969,-0.08,-0.08,-0.08,-1.95,-2.00,-1.97,204.04,Lift
2272478,-0.07,-0.07,-0.07,-1.10,-1.00,-0.90,204.38,Lift
2274987,-0.06,-0.05,-0.06,0.82,0.91,0.98,205.17,Lift
2277496,-0.07,-0.07,-0.07,-3.89,-4.00,-4.12,205.95,Lift
2280005,-0.02,-0.02,-0.02,0.39,0.27,0.20,207.23,Lift
2282514,-0.01,-0.01,-0.01,-2.38,-2.31,-2.31,208.45,Lift
2285023,0.00,-0.00,-0.00,-3.62,-3.69,-3.73,209.39,Lift
2287532,-0.10,-0.11,-0.11,0.19,0.18,0.15,210.06,Lift
2290041,-0.11,-0.10,-0.10,-1.56,-1.66,-1.78,210.49,Lift
2292550,-0.08,-0.08,-0.08,-0.29,-0.27,-0.21,210.84,Lift
2295059,0.15,0.14,0.15,-65.09,-65.61,-66.01,211.09,Lift
2297568,-0.03,-0.03,-0.02,3.40,3.31,3.42,211.21,Lift
2300077,-0.08,-0.08,-0.08,2.51,2.55,2.50,211.29,Lift
2302586,-0.08,-0.08,-0.08,0.08,0.07,0.03,211.36,Lift
2305095,-0.08,-0.07,-0.08,4.63,4.57,4.49,211.56,Lift
2307604,-0.07,-0.07,-0.07,-3.82,-3.72,-3.71,212.26,Lift
2310113,-0.02,-0.01,-0.01,-4.38,-4.07,-3.92,213.36,Lift
2312622,-0.07,-0.07,-0.08,13.21,12.93,12.82,214.45,Lift
2315131,-0.00,-0.00,-0.00,0.89,0.89,0.86,215.25,Lift
2317640,-0.10,-0.09,-0.09,-1.07,-1.18,-1.24,215.85,Lift
2320149,-0.09,-0.09,-0.09,-2.41,-2.50,-2.56,216.27,Lift
2322658,-0.07,-0.08,-0.07,-4.92,-4.95,-4.94,216.60,Lift
2325167,-0.06,-0.07,-0.06,2.04,2.21,2.35,216.84,Lift
2327676,-0.03,-0.03,-0.03,4.08,4.11,4.11,216.98,Lift
2330185,-0.04,-0.04,-0.04,1.21,1.22,1.25,217.11,Lift
2332694,0.01,0.01,0.01,0.98,0.99,0.90,217.24,Lift
2335203,-0.02,-0.02,-0.02,-17.02,-16.90,-16.81,217.71,Lift
2337712,-0.04,-0.05,-0.05,0.25,0.21,0.18,218.58,Lift
2340221,0.05,0.05,0.05,26.83,26.86,26.88,219.72,Lift
2342730,0.00,0.00,0.01,-1.26,-1.30,-1.24,220.58,Lift
2345239,-0.05,-0.05,-0.05,-3.10,-3.14,-3.15,221.25,Lift
2347748,-0.06,-0.06,-0.06,1.37,1.43,1.44,221.73,Lift
2350257,-0.04,-0.05,-0.05,1.45,1.58,1.61,222.02,Lift
2352766,-0.04,-0.03,-0.03,2.37,2.63,2.81,222.29,Lift
2355275,0.04,0.04,0.04,-3.40,-3.37,-3.35,222.41,Lift
2357784,0.06,0.07,0.06,-3.15,-3.08,-3.06,222.35,Lift
2360293,0.07,0.07,0.07,-2.09,-2.22,-2.27,221.91,Lift
2362802,0.07,0.07,0.07,-2.70,-2.66,-2.64,221.07,Lift
2365311,0.05,0.06,0.06,-1.75,-1.71,-1.76,219.97,Lift
2367820,0.07,0.07,0.06,-2.42,-2.40,-2.41,218.63,Lift
2370329,0.05,0.05,0.05,-1.89,-1.98,-2.02,217.09,Lift
2372838,0.06,0.06,0.05,-0.82,-0.80,-0.87,215.73,Lift
2375347,-0.04,-0.04,-0.04,-1.42,-1.44,-1.39,214.60,Lift
2377856,-0.04,-0.03,-0.03,7.47,7.35,7.27,213.84,Lift
2380365,-0.07,-0.06,-0.06,-0.85,-0.77,-0.84,213.26,Lift
2382874,-0.10,-0.09,-0.10,-1.53,-1.51,-1.53,212.92,Lift
2385383,-0.05,-0.05,-0.05,-2.85,-2.83,-2.75,212.61,Lift
2387892,-0.03,-0.03,-0.03,4.02,4.13,4.24,212.37,Lift
2390401,-0.04,-0.04,-0.04,-4.41,-4.46,-4.43,212.02,Lift
2392910,-0.03,-0.03,-0.03,-3.35,-3.46,-3.49,211.26,Lift
2395419,-0.03,-0.03,-0.03,1.65,1.60,1.72,210.22,Lift
2397928,0.00,0.00,-0.00,-1.32,-1.38,-1.56,208.98,Lift
2400437,-0.06,-0.06,-0.06,-13.69,-13.63,-13.62,207.67,Lift
2402946,-0.08,-0.07,-0.08,-1.69,-1.68,-1.68,206.60,Lift
2405455,-0.06,-0.06,-0.06,-5.17,-5.09,-4.95,205.79,Lift
2407964,-0.05,-0.05,-0.05,-3.53,-3.51,-3.56,205.18,Lift
2410473,-0.05,-0.05,-0.05,-4.61,-4.66,-4.73,204.76,Lift
2412982,0.02,0.01,0.01,-5.93,-5.92,-5.98,204.48,Lift
2415491,-0.05,-0.05,-0.05,8.69,8.75,8.79,204.25,Lift
2418000,-0.10,-0.10,-0.10,-1.47,-1.39,-1.33,204.10,Lift
2420509,-0.03,-0.03,-0.03,1.41,1.45,1.51,204.06,Lift
2423018,-0.06,-0.07,-0.07,-0.37,-0.41,-0.56,204.23,Lift
2425527,-0.09,-0.09,-0.09,-4.61,-4.64,-4.62,204.84,Lift
2428036,-0.10,-0.10,-0.11,-1.00,-0.90,-0.82,205.74,Lift
2430545,-0.13,-0.14,-0.13,5.27,5.35,5.47,206.95,Lift
2433054,-0.09,-0.09,-0.09,-0.97,-1.06,-1.14,208.43,Lift
2435563,-0.12,-0.12,-0.12,6.04,6.07,6.09,209.98,Lift
2438072,-0.08,-0.08,-0.08,-2.90,-3.00,-3.14,211.32,Lift
2440581,-0.09,-0.09,-0.09,-1.80,-1.73,-1.68,212.34,Lift
2443090,-0.09,-0.09,-0.09,0.54,0.47,0.55,212.91,Lift
2445599,-0.08,-0.08,-0.08,-1.10,-1.33,-1.43,213.45,Lift
2448108,-0.09,-0.09,-0.09,-3.37,-3.34,-3.34,213.85,Lift
2450617,-0.09,-0.09,-0.09,-1.70,-1.66,-1.67,214.13,Lift
2453126,-0.10,-0.10,-0.10,5.86,6.02,6.12,214.33,Lift
2455635,-0.14,-0.13,-0.13,15.68,16.03,16.22,214.51,Lift
2458144,-0.14,-0.14,-0.14,-1.32,-1.30,-1.26,214.89,Lift
2460653,-0.15,-0.14,-0.15,3.60,3.56,3.66,215.58,Lift
2463161,-0.12,-0.12,-0.12,-0.45,-0.40,-0.40,216.63,Lift
2465670,-0.12,-0.13,-0.12,0.45,0.64,0.81,217.91,Lift
2468179,-0.08,-0.09,-0.09,9.57,9.68,9.74,219.34,Lift
2470688,-0.06,-0.06,-0.05,-5.31,-5.38,-5.31,220.42,Lift
2473197,-0.08,-0.08,-0.08,-3.82,-3.85,-3.83,221.16,Lift
2475706,-0.12,-0.12,-0.12,-0.15,-0.17,-0.18,221.67,Lift
2478215,-0.11,-0.11,-0.11,2.47,2.49,2.37,222.07,Lift
2480724,-0.11,-0.11,-0.11,-0.60,-0.73,-0.72,222.37,Lift
2483233,-0.13,-0.13,-0.13,-7.31,-7.29,-7.28,222.61,Lift
2485742,-0.12,-0.12,-0.12,0.46,0.53,0.55,222.72,Lift
2488251,-0.12,-0.12,-0.12,-3.83,-3.76,-3.66,222.40,Lift
2490760,-0.11,-0.11,-0.10,-4.78,-4.85,-4.83,221.62,Lift
85652,-0.14,-0.14,-0.14,0.58,0.54,0.56,214.07,Lift
241210,0.07,0.07,0.07,20.75,20.36,19.82,213.68,Lift
549815,-0.03,-0.03,-0.03,29.89,29.60,29.26,213.14,Lift
564869,-0.04,-0.04,-0.04,-84.72,-84.91,-85.06,215.45,Lift
579923,-0.20,-0.20,-0.20,89.85,89.90,89.87,213.27,Lift
594976,-0.14,-0.14,-0.14,12.45,12.03,11.60,212.98,Lift
610030,0.05,0.05,0.05,-68.19,-68.05,-67.79,215.06,Lift
625084,0.03,0.02,0.02,21.14,20.66,20.30,213.24,Lift
868448,-0.25,-0.25,-0.25,3.06,2.21,1.26,213.05,Lift
1087130,-0.07,-0.07,-0.07,-31.82,-31.68,-31.47,212.28,Lift
1508632,-0.35,-0.34,-0.34,49.94,50.21,50.41,212.46,Lift
1526195,-0.26,-0.25,-0.25,70.31,70.23,69.97,212.13,Lift
1644117,-0.14,-0.13,-0.14,-53.34,-53.76,-54.13,213.46,Lift
1686770,-0.28,-0.27,-0.28,-34.39,-34.95,-35.42,214.17,Lift
1716878,-0.10,-0.10,-0.10,9.32,9.07,8.58,213.65,Lift
1731932,-0.11,-0.12,-0.12,-22.32,-23.21,-24.03,214.29,Lift
1762038,-0.07,-0.07,-0.07,-2.02,-1.88,-1.78,213.73,Lift
1807200,-0.25,-0.26,-0.26,-3.27,-3.36,-3.35,214.38,Lift
1852361,-0.12,-0.12,-0.11,-10.74,-9.52,-8.52,214.50,Lift
1867414,-0.33,-0.33,-0.33,29.15,29.02,28.71,213.77,Lift
1882467,0.14,0.14,0.14,65.31,65.35,65.32,212.08,Lift
2221157,-0.02,-0.02,-0.02,-29.93,-29.88,-29.83,213.83,Lift
2334055,-0.37,-0.37,-0.37,-50.08,-51.22,-52.21,215.56,Lift
2574900,-0.23,-0.22,-0.22,-78.47,-78.66,-78.87,213.68,Lift
